prefix,path,method,tags,summary,description,operation_id,path_params,required_query_params,optional_query_params,request_body_content_types,request_body_schema,success_codes,success_response_schema,notes
inventory,/inventory/location/{id},DELETE,inventory/location,Delete inventory location. Only available for Logistics Basic.,,InventoryLocation_delete,id (Element ID),,,,,204,204:application/json,Only available for Logistics Basic
inventory,/inventory/location/{id},GET,inventory/location,Get inventory location by ID. Only available for Logistics Basic.,,InventoryLocation_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperInventoryLocation,Only available for Logistics Basic
inventory,/inventory/location/{id},PUT,inventory/location,Update inventory location. Only available for Logistics Basic.,,InventoryLocation_put,id (Element ID),,,application/json; charset=utf-8,application/json; charset=utf-8:InventoryLocation,200,200:application/json:ResponseWrapperInventoryLocation,Only available for Logistics Basic
inventory,/inventory/stocktaking,GET,inventory/stocktaking,Find stocktaking corresponding with sent data.,,InventoryStocktaking_search,,,id (List of IDs); isCompleted (Equals); inventoryId (Equals); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseStocktaking,
inventory,/inventory/stocktaking,POST,inventory/stocktaking,Create new stocktaking.,,InventoryStocktaking_post,,,typeOfStocktaking,application/json; charset=utf-8,application/json; charset=utf-8:Stocktaking,201,201:application/json:ResponseWrapperStocktaking,
inventory,/inventory/stocktaking/productline,GET,inventory/stocktaking/productline,Find all order lines by stocktaking ID.,,InventoryStocktakingProductline_search,,stocktakingId (Equals),query (Containing); productGroupIds (List of IDs); locationIds (List of IDs); productLineStatus (Productline status); count (Number of elements to return); from (From index); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseProductLine,
inventory,/inventory/stocktaking/productline,POST,inventory/stocktaking/productline,"Create order line. When creating several order lines, use /list for better performance.",,InventoryStocktakingProductline_post,,,,application/json; charset=utf-8,application/json; charset=utf-8:ProductLine,201,201:application/json:ResponseWrapperProductLine,
inventory,/inventory/stocktaking/productline/{id},DELETE,inventory/stocktaking/productline,Delete order line.,,InventoryStocktakingProductline_delete,id (Element ID),,,,,204,204:application/json,
inventory,/inventory/stocktaking/productline/{id},GET,inventory/stocktaking/productline,Get order line by ID.,,InventoryStocktakingProductline_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProductLine,
inventory,/inventory/stocktaking/productline/{id},PUT,inventory/stocktaking/productline,Update order line.,,InventoryStocktakingProductline_put,id (Element ID),,,application/json; charset=utf-8,application/json; charset=utf-8:ProductLine,200,200:application/json:ResponseWrapperProductLine,
inventory,/inventory/stocktaking/productline/{id}/:changeLocation,PUT,inventory/stocktaking/productline,[Beta] Change location on order line.,,InventoryStocktakingProductlineChangeLocation_changeLocation,id (Product Line id),warehouseLocationId (Warehouse location id),,,,200,200:application/json:ResponseWrapperProductLine,BETA
inventory,/inventory/stocktaking/{id},DELETE,inventory/stocktaking,Delete stocktaking.,,InventoryStocktaking_delete,id (Element ID),,,,,204,204:application/json,
inventory,/inventory/stocktaking/{id},GET,inventory/stocktaking,Get stocktaking by ID.,,InventoryStocktaking_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperStocktaking,
inventory,/inventory/stocktaking/{id},PUT,inventory/stocktaking,Update stocktaking.,,InventoryStocktaking_put,id (Element ID),,,application/json; charset=utf-8,application/json; charset=utf-8:Stocktaking,200,200:application/json:ResponseWrapperStocktaking,
inventory,/inventory/{id},DELETE,inventory,Delete inventory.,,Inventory_delete,id (Element ID),,,,,204,204:application/json,
inventory,/inventory/{id},GET,inventory,Get inventory by ID.,,Inventory_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperInventory,
inventory,/inventory/{id},PUT,inventory,Update inventory.,,Inventory_put,id (Element ID),,,application/json; charset=utf-8,application/json; charset=utf-8:Inventory,200,200:application/json:ResponseWrapperInventory,
invoice,/invoice,GET,invoice,Find invoices corresponding with sent data. Includes charged outgoing invoices only.,,Invoice_search,,invoiceDateFrom (From and including); invoiceDateTo (To and excluding),id (List of IDs); invoiceNumber (Equals); kid (Equals); voucherId (List of IDs); customerId (Equals); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseInvoice,
invoice,/invoice,POST,invoice,"Create invoice. Related Order and OrderLines can be created first, or included as new objects inside the Invoice.",,Invoice_post,,,"sendToCustomer (Equals); paymentTypeId (Payment type to register prepayment of the invoice. paymentTypeId and paidAmount are optional, but both must be provided if the invoice has already been paid.); paidAmount (Paid amount to register prepayment of the invoice, in invoice currency. paymentTypeId and paidAmount are optional, but both must be provided if the invoice has already been paid.)",application/json; charset=utf-8,application/json; charset=utf-8:Invoice,201,201:application/json:ResponseWrapperInvoice,
invoice,/invoice/details,GET,invoice/details,Find ProjectInvoiceDetails corresponding with sent data.,,InvoiceDetails_search,,invoiceDateFrom (From and including); invoiceDateTo (To and excluding),id (List of IDs); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseProjectInvoiceDetails,
invoice,/invoice/details/{id},GET,invoice/details,Get ProjectInvoiceDetails by ID.,,InvoiceDetails_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperProjectInvoiceDetails,
invoice,/invoice/list,POST,invoice,[BETA] Create multiple invoices. Max 100 at a time.,,InvoiceList_postList,,,sendToCustomer (Equals); fields (Fields filter pattern),application/json; charset=utf-8,application/json; charset=utf-8:array[Invoice],201,201:application/json:ListResponseInvoice,BETA
invoice,/invoice/paymentType,GET,invoice/paymentType,Find payment type corresponding with sent data.,,InvoicePaymentType_search,,,id (List of IDs); description (Containing); query (Containing); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponsePaymentType,
invoice,/invoice/paymentType/{id},GET,invoice/paymentType,Get payment type by ID.,,InvoicePaymentType_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperPaymentType,
invoice,/invoice/{id},GET,invoice,Get invoice by ID.,,Invoice_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperInvoice,
invoice,/invoice/{id}/:createCreditNote,PUT,invoice,Creates a new Invoice representing a credit memo that nullifies the given invoice. Updates this invoice and any pre-existing inverse invoice.,,InvoiceCreateCreditNote_createCreditNote,id (Invoice id),date (Credit note date),comment (Comment); creditNoteEmail (The credit note will not be sent if the customer send type is email and this field is empty); sendToCustomer (Equals); sendType (Equals),,,200,200:application/json:ResponseWrapperInvoice,
invoice,/invoice/{id}/:createReminder,PUT,invoice,"Create invoice reminder and sends it by the given dispatch type. Supports the reminder types SOFT_REMINDER, REMINDER and NOTICE_OF_DEBT_COLLECTION. DispatchType NETS_PRINT must have type NOTICE_OF_DEBT_COLLECTION. SMS and NETS_PRINT must be activated prior to usage in the API.",,InvoiceCreateReminder_createReminder,id (Element ID),type (type); date (yyyy-MM-dd. Defaults to today.),includeCharge (Equals); includeInterest (Equals); dispatchType (dispatchType); dispatchTypes (List of dispatch types (comma separated enum values)); smsNumber (SMS number (must be a valid Norwegian telephone number)); email (Email address to send the reminder to. (Defaults to to the same email list as the invoice if not provided)); address (Address to send the reminder to. (Defaults to the customer address if not provided)); postalCode (Postal code to send the reminder to (Defaults to the customer postal code if not provided)); city (City to send the reminder to (Defaults to the customer city if not provided)),,,200,200:application/json:ResponseWrapperInteger,
invoice,/invoice/{id}/:payment,PUT,invoice,Update invoice. The invoice is updated with payment information. The amount is in the invoice’s currency.,,InvoicePayment_payment,id (Invoice id),paymentDate (Payment date); paymentTypeId (PaymentType id); paidAmount (Amount paid by the customer in the currency determined by the account of the paymentType),"paidAmountCurrency (Amount paid by customer in the invoice currency. Optional, but required for invoices in alternate currencies.)",,,200,200:application/json:ResponseWrapperInvoice,
invoice,/invoice/{id}/:send,PUT,invoice,Send invoice by ID and sendType. Optionally override email recipient.,,InvoiceSend_send,id (Element ID),sendType (SendType),overrideEmailAddress (Will override email address if sendType = EMAIL),,,200,200:application/json,
invoice,/invoice/{invoiceId}/pdf,GET,invoice,Get invoice document by invoice ID.,,InvoicePdf_downloadPdf,invoiceId (Invoice ID from which PDF is downloaded.),,download (Equals),,,200,200:application/octet-stream:string; 200:application/pdf:string,
invoiceRemark,/invoiceRemark/{id},GET,invoiceRemark,Get invoice remark by ID.,,InvoiceRemark_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperInvoiceRemark,
ledger,/ledger,GET,ledger,Get ledger (hovedbok).,,Ledger_search,,dateFrom (Format is yyyy-MM-dd (from and incl.).); dateTo (Format is yyyy-MM-dd (to and excl.).),openPostings (Deprecated); accountId (Element ID for filtering); supplierId (Element ID for filtering); customerId (Element ID for filtering); employeeId (Element ID for filtering); departmentId (Element ID for filtering); projectId (Element ID for filtering); productId (Element ID for filtering); accountingDimensionValue1Id (Id of the first free accounting dimension.); accountingDimensionValue2Id (Id of the second free accounting dimension.); accountingDimensionValue3Id (Id of the third free accounting dimension.); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseLedgerAccount,
ledger,/ledger/account,GET,ledger/account,Find accounts corresponding with sent data.,,LedgerAccount_search,,,id (List of IDs); number (List of IDs); isBankAccount (Equals); isInactive (Equals); isApplicableForSupplierInvoice (Equals); ledgerType (Ledger type); isBalanceAccount (Balance account); saftCode (SAF-T code); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseAccount,
ledger,/ledger/account,POST,ledger/account,Create a new account.,,LedgerAccount_post,,,,application/json; charset=utf-8,application/json; charset=utf-8:Account,201,201:application/json:ResponseWrapperAccount,
ledger,/ledger/account/list,DELETE,ledger/account,Delete multiple accounts.,,LedgerAccountList_deleteByIds,,ids (ID of the elements),,,,204,204:application/json,
ledger,/ledger/account/list,POST,ledger/account,Create several accounts.,,LedgerAccountList_postList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[Account],201,201:application/json:ListResponseAccount,
ledger,/ledger/account/list,PUT,ledger/account,Update multiple accounts.,,LedgerAccountList_putList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[Account],200,200:application/json:ListResponseAccount,
ledger,/ledger/account/{id},DELETE,ledger/account,Delete account.,,LedgerAccount_delete,id (Element ID),,,,,204,204:application/json,
ledger,/ledger/account/{id},GET,ledger/account,Get account by ID.,,LedgerAccount_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperAccount,
ledger,/ledger/account/{id},PUT,ledger/account,Update account.,,LedgerAccount_put,id (Element ID),,,application/json; charset=utf-8,application/json; charset=utf-8:Account,200,200:application/json:ResponseWrapperAccount,
ledger,/ledger/accountingDimensionName,GET,"accountingDimensionName, ledger/accountingDimensionName",Get all accounting dimension names.,,LedgerAccountingDimensionName_getAll,,,activeOnly (Whether to only return active dimensions (optional)); fields (Fields to include in response.); from (From index); count (Number of elements to return); sorting (Sorting pattern),,,200,200:application/json:ListResponseAccountingDimensionName,
ledger,/ledger/accountingDimensionName,POST,"accountingDimensionName, ledger/accountingDimensionName",Create a new free (aka 'user defined') accounting dimension,"Creates a new dimension, will be given the next unused dimension index, up to the maximum of 3 free dimensions",LedgerAccountingDimensionName_post,,,,application/json; charset=utf-8,application/json; charset=utf-8:AccountingDimensionName,201,201:application/json:ResponseWrapperAccountingDimensionName,
ledger,/ledger/accountingDimensionName/search,GET,"accountingDimensionName, ledger/accountingDimensionName",Search for accounting dimension names according to criteria.,,LedgerAccountingDimensionNameSearch_search,,,"dimensionIndex (Dimension index to filter by (1, 2, or 3)); activeOnly (Whether to only return active dimensions (optional)); onlyDimensionsWithActiveValues (Whether to only return active dimensions with active values which are shown in voucher registration (optional)); fields (Fields to include in response.); from (From index); count (Number of elements to return); sorting (Sorting pattern)",,,200,200:application/json:ListResponseAccountingDimensionName,
ledger,/ledger/accountingDimensionName/{id},DELETE,"accountingDimensionName, ledger/accountingDimensionName",Delete an accounting dimension name by ID,"Dimensions with values that have been used in postings cannot be deleted, only made inactive or renamed.",LedgerAccountingDimensionName_delete,id (ID of the accounting dimension name to delete),,,,,204,204:application/json,
ledger,/ledger/accountingDimensionName/{id},GET,"accountingDimensionName, ledger/accountingDimensionName",Get a single accounting dimension name by ID,,LedgerAccountingDimensionName_get,id (The ID of the accounting dimension name to retrieve),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperAccountingDimensionName,
ledger,/ledger/accountingDimensionName/{id},PUT,"accountingDimensionName, ledger/accountingDimensionName",Update an accounting dimension,,LedgerAccountingDimensionName_put,id (Id of the dimension to update),,,application/json; charset=utf-8,application/json; charset=utf-8:AccountingDimensionName,200,200:application/json:ResponseWrapperAccountingDimensionName,
ledger,/ledger/accountingDimensionValue,POST,"accountingDimensionValue, ledger/accountingDimensionValue",Create a new value for one of the free (aka 'user defined') accounting dimensions,,LedgerAccountingDimensionValue_post,,,,application/json; charset=utf-8,application/json; charset=utf-8:AccountingDimensionValue,201,201:application/json:ResponseWrapperAccountingDimensionValue,
ledger,/ledger/accountingDimensionValue/list,PUT,"accountingDimensionValue, ledger/accountingDimensionValue",Update accounting dimension values,,LedgerAccountingDimensionValueList_putList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[AccountingDimensionValue],200,200:application/json:ListResponseAccountingDimensionValue,
ledger,/ledger/accountingDimensionValue/search,GET,"accountingDimensionValue, ledger/accountingDimensionValue",Search for accounting dimension values according to criteria.,,LedgerAccountingDimensionValueSearch_searchAccountingDimensionValues,,,"dimensionIndex (Dimension index to filter by (1, 2, or 3)); activeOnly (Whether to only return active dimension values (optional)); showInVoucherRegistration (Return only values shown in voucher registration (optional)); fields (Fields to include in response.); from (From index); count (Number of elements to return); sorting (Sorting pattern)",,,200,200:application/json:ListResponseAccountingDimensionValue,
ledger,/ledger/accountingDimensionValue/{id},DELETE,"accountingDimensionValue, ledger/accountingDimensionValue",Delete an accounting dimension value. Values that have been used in postings can not be deleted.,,LedgerAccountingDimensionValue_delete,id (ID of the accounting dimension value to delete),,,,,204,204:application/json,
ledger,/ledger/accountingDimensionValue/{id},GET,"accountingDimensionValue, ledger/accountingDimensionValue",Find accounting dimension values by ID.,,LedgerAccountingDimensionValue_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperAccountingDimensionValue,
ledger,/ledger/accountingPeriod,GET,ledger/accountingPeriod,Find accounting periods corresponding with sent data.,,LedgerAccountingPeriod_search,,,id (List of IDs); numberFrom (From and including); numberTo (To and excluding); startFrom (From and including); startTo (To and excluding); endFrom (From and including); endTo (To and excluding); count (Number of elements to return); from (From index); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseAccountingPeriod,
ledger,/ledger/accountingPeriod/{id},GET,ledger/accountingPeriod,Get accounting period by ID.,,LedgerAccountingPeriod_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperAccountingPeriod,
ledger,/ledger/annualAccount,GET,ledger/annualAccount,Find annual accounts corresponding with sent data.,,LedgerAnnualAccount_search,,,id (List of IDs); yearFrom (From and including); yearTo (To and excluding); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseAnnualAccount,
ledger,/ledger/annualAccount/{id},GET,ledger/annualAccount,Get annual account by ID.,,LedgerAnnualAccount_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperAnnualAccount,
ledger,/ledger/closeGroup,GET,ledger/closeGroup,Find close groups corresponding with sent data.,,LedgerCloseGroup_search,,dateFrom (From and including); dateTo (To and excluding),id (List of IDs); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseCloseGroup,
ledger,/ledger/closeGroup/{id},GET,ledger/closeGroup,Get close group by ID.,,LedgerCloseGroup_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperCloseGroup,
ledger,/ledger/openPost,GET,ledger,Find open posts corresponding with sent data.,,LedgerOpenPost_openPost,,date (Invoice date. Format is yyyy-MM-dd (to and excl.).),accountId (Element ID for filtering); supplierId (Element ID for filtering); customerId (Element ID for filtering); employeeId (Element ID for filtering); departmentId (Element ID for filtering); projectId (Element ID for filtering); productId (Element ID for filtering); accountingDimensionValue1Id (Id of first free accounting dimension.); accountingDimensionValue2Id (Id of second free accounting dimension.); accountingDimensionValue3Id (Id of third free accounting dimension.); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseLedgerAccount,
ledger,/ledger/paymentTypeOut,GET,ledger/paymentTypeOut,[BETA] Gets payment types for outgoing payments,"This is an API endpoint for getting payment types for outgoing payments. This is equivalent to the section 'Outgoing Payments' under Accounts Settings in Tripletex. These are the payment types listed in supplier invoices, vat returns, salary payments and Tax/ENI",LedgerPaymentTypeOut_search,,,id (List of IDs); description (Containing); isInactive (Equals); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponsePaymentTypeOut,BETA
ledger,/ledger/paymentTypeOut,POST,ledger/paymentTypeOut,[BETA] Create new payment type for outgoing payments,,LedgerPaymentTypeOut_post,,,,application/json; charset=utf-8,application/json; charset=utf-8:PaymentTypeOut,201,201:application/json:ResponseWrapperPaymentTypeOut,BETA
ledger,/ledger/paymentTypeOut/list,POST,ledger/paymentTypeOut,[BETA] Create multiple payment types for outgoing payments at once,,LedgerPaymentTypeOutList_postList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[PaymentTypeOut],201,201:application/json:ListResponsePaymentTypeOut,BETA
ledger,/ledger/paymentTypeOut/list,PUT,ledger/paymentTypeOut,[BETA] Update multiple payment types for outgoing payments at once,,LedgerPaymentTypeOutList_putList,,,,application/json; charset=utf-8,application/json; charset=utf-8:array[PaymentTypeOut],200,200:application/json:ListResponsePaymentTypeOut,BETA
ledger,/ledger/paymentTypeOut/{id},DELETE,ledger/paymentTypeOut,[BETA] Delete payment type for outgoing payments by ID.,,LedgerPaymentTypeOut_delete,id (Element ID),,,,,204,204:application/json,BETA
ledger,/ledger/paymentTypeOut/{id},GET,ledger/paymentTypeOut,[BETA] Get payment type for outgoing payments by ID.,,LedgerPaymentTypeOut_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperPaymentTypeOut,BETA
ledger,/ledger/paymentTypeOut/{id},PUT,ledger/paymentTypeOut,[BETA] Update existing payment type for outgoing payments,,LedgerPaymentTypeOut_put,id (Element ID),,,application/json; charset=utf-8,application/json; charset=utf-8:PaymentTypeOut,200,200:application/json:ResponseWrapperPaymentTypeOut,BETA
ledger,/ledger/posting,GET,ledger/posting,Find postings corresponding with sent data.,,LedgerPosting_search,,dateFrom (Format is yyyy-MM-dd (from and incl.).); dateTo (Format is yyyy-MM-dd (to and excl.).),openPostings (Deprecated); accountId (Element ID for filtering); supplierId (Element ID for filtering); customerId (Element ID for filtering); employeeId (Element ID for filtering); departmentId (Element ID for filtering); projectId (Element ID for filtering); productId (Element ID for filtering); accountNumberFrom (Element ID for filtering); accountNumberTo (Element ID for filtering); type (Element ID for filtering); accountingDimensionValue1Id (Id of first free accounting dimension.); accountingDimensionValue2Id (Id of second free accounting dimension.); accountingDimensionValue3Id (Id of third free accounting dimension.); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponsePosting,
ledger,/ledger/posting/:closePostings,PUT,ledger/posting,Close postings.,,LedgerPostingClosePostings_closePostings,,,,application/json,application/json:array[integer],200,200:application/json:ListResponsePostingValidationMessage,
ledger,/ledger/posting/openPost,GET,ledger/posting,Find open posts corresponding with sent data.,,LedgerPostingOpenPost_openPost,,date (Invoice date. Format is yyyy-MM-dd (to and excl.).),accountId (Element ID for filtering); supplierId (Element ID for filtering); customerId (Element ID for filtering); employeeId (Element ID for filtering); departmentId (Element ID for filtering); projectId (Element ID for filtering); productId (Element ID for filtering); accountNumberFrom (Element ID for filtering); accountNumberTo (Element ID for filtering); accountingDimensionValue1Id (Id of first free accounting dimension.); accountingDimensionValue2Id (Id of second free accounting dimension.); accountingDimensionValue3Id (Id of third free accounting dimension.); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponsePosting,
ledger,/ledger/posting/{id},GET,ledger/posting,Find postings by ID.,,LedgerPosting_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperPosting,
ledger,/ledger/postingByDate,GET,ledger/postingByDate,"Get postings by date range with pagination. Returns the same PostingDTO as /ledger/posting. Simplified endpoint for better performance. Fields and Changes are not supported. Token must have access to all vouchers in the company, otherwise a validation error is returned. If access control for salary information is activated, the token must have access to salary information as well.",,LedgerPostingByDate_get,,dateFrom (Format is yyyy-MM-dd (from and incl.).); dateTo (Format is yyyy-MM-dd (to and excl.).),from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponsePosting,
ledger,/ledger/postingRules,GET,ledger/postingRules,Get posting rules for current company. The posting rules defined which accounts from the chart of accounts that are used for postings when the system creates postings.,,LedgerPostingRules_get,,,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperPostingRules,
ledger,/ledger/vatSettings,GET,ledger/vatSettings,Get VAT settings for the logged in company.,,LedgerVatSettings_get,,,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperVatSettings,
ledger,/ledger/vatSettings,PUT,ledger/vatSettings,Update VAT settings for the logged in company.,,LedgerVatSettings_put,,,,application/json; charset=utf-8,application/json; charset=utf-8:VatSettings,200,200:application/json:ResponseWrapperVatSettings,
ledger,/ledger/vatType,GET,ledger/vatType,Find vat types corresponding with sent data.,,LedgerVatType_search,,,id (List of IDs); number (List of IDs); typeOfVat (Type of VAT); vatDate (yyyy-MM-dd. Defaults to today. Note that this is only used in combination with typeOfVat-parameter. Only valid vatTypes on the given date are returned.); shouldIncludeSpecificationTypes (Equals); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseVatType,
ledger,/ledger/vatType/createRelativeVatType,PUT,ledger/vatType,Create a new relative VAT Type. These are used if the company has 'forholdsmessig fradrag for inngående MVA'.,,LedgerVatTypeCreateRelativeVatType_createRelativeVatType,,"name (VAT type name, max 8 characters.); vatTypeId (VAT type ID. The relative VAT type will behave like this VAT type, except for the basis for calculating the VAT deduction, which is decided by the basis percentage.); percentage (Basis percentage. This percentage will be multiplied with the transaction amount to find the amount that will be the basis for calculating the deduction amount.)",,,,200,200:application/json:ResponseWrapperVatType,
ledger,/ledger/vatType/{id},GET,ledger/vatType,Get vat type by ID.,,LedgerVatType_get,id (Element ID),,fields (Fields filter pattern),,,200,200:application/json:ResponseWrapperVatType,
ledger,/ledger/voucher,GET,ledger/voucher,Find vouchers corresponding with sent data.,,LedgerVoucher_search,,dateFrom (From and including); dateTo (To and excluding),id (List of IDs); number (List of IDs); numberFrom (From and including); numberTo (To and excluding); typeId (List of IDs); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:VoucherSearchResponse,
ledger,/ledger/voucher,POST,ledger/voucher,Add new voucher. IMPORTANT: Also creates postings. Only the gross amounts will be used. Amounts should be rounded to 2 decimals.,,LedgerVoucher_post,,,"sendToLedger (Should the voucher be sent to ledger? Requires the ""Advanced Voucher"" permission.)",application/json; charset=utf-8,application/json; charset=utf-8:Voucher,201,201:application/json:ResponseWrapperVoucher,
ledger,/ledger/voucher/>externalVoucherNumber,GET,ledger/voucher,Find vouchers based on the external voucher number.,,LedgerVoucherExternalVoucherNumber_externalVoucherNumber,,,"externalVoucherNumber (The external voucher number, when voucher is created from import.); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern)",,,200,200:application/json:ListResponseVoucher,
ledger,/ledger/voucher/>nonPosted,GET,ledger/voucher,Find non-posted vouchers.,,LedgerVoucherNonPosted_nonPosted,,includeNonApproved (Include non-approved vouchers in the result.),dateFrom (From and including); dateTo (To and excluding); changedSince (Only return elements that have changed since this date and time); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseVoucher,
ledger,/ledger/voucher/>voucherReception,GET,ledger/voucher,Find vouchers in voucher reception.,,LedgerVoucherVoucherReception_voucherReception,,,dateFrom (From and including); dateTo (To and excluding); searchText (Search); from (From index); count (Number of elements to return); sorting (Sorting pattern); fields (Fields filter pattern),,,200,200:application/json:ListResponseVoucher,
ledger,/ledger/voucher/historical/:closePostings,PUT,ledger/voucher/historical,[BETA] Close postings.,,LedgerVoucherHistoricalClosePostings_closePostings,,,"postingIds ([Deprecated] List of Posting IDs to close separated by comma. The postings should have the same customer, supplier or employee. The sum of amount for all postings MUST be 0.0, otherwise an exception will be thrown.)",application/json,application/json:string,200,200:application/json,BETA
ledger,/ledger/voucher/historical/:reverseHistoricalVouchers,PUT,ledger/voucher/historical,"[BETA] Deletes all historical vouchers. Requires the ""All vouchers"" and ""Advanced Voucher"" permissions.",,LedgerVoucherHistoricalReverseHistoricalVouchers_reverseHistoricalVouchers,,,,,,200,200:application/json,BETA; Requires the
ledger,/ledger/voucher/historical/employee,POST,ledger/voucher/historical,"[BETA] Create one employee, based on import from external system. Validation is less strict, ie. employee department isn't required.",,LedgerVoucherHistoricalEmployee_postEmployee,,,,application/json; charset=utf-8,application/json; charset=utf-8:Employee,201,201:application/json:ResponseWrapperEmployee,BETA
ledger,/ledger/voucher/historical/historical,POST,ledger/voucher/historical,"API endpoint for creating historical vouchers. These are vouchers created outside Tripletex, and should be from closed accounting years. The intended usage is to get access to historical transcations in Tripletex. Also creates postings. All amount fields in postings will be used. VAT postings must be included, these are not generated automatically like they are for normal vouchers in Tripletex. Requires the \""All vouchers\"" and \""Advanced Voucher\"" permissions.",,LedgerVoucherHistoricalHistorical_postHistorical,,,"comment (Import comment, include the name and version of the source system.); useCustomNumberSeries (Use custom number series (true), or use default number series for historical vouchers (false).)",application/json; charset=utf-8,application/json; charset=utf-8:array[HistoricalVoucher],201,201:application/json:ListResponseHistoricalVoucher,Requires the
ledger,/ledger/voucher/historical/{voucherId}/attachment,POST,ledger/voucher/historical,"Upload attachment to voucher. If the voucher already has an attachment the content will be appended to the existing attachment as new PDF page(s). Valid document formats are PDF, PNG, JPEG and TIFF. Non PDF formats will be converted to PDF. Send as multipart form.",,LedgerVoucherHistoricalAttachment_uploadAttachment,voucherId (Voucher ID to upload attachment to.),,,multipart/form-data,multipart/form-data:object,201,201:application/json:ResponseWrapperHistoricalVoucher,
ledger,/ledger/voucher/importDocument,POST,ledger/voucher,"Upload a document to create one or more vouchers. Valid document formats are PDF, PNG, JPEG and TIFF. EHF/XML is possible with agreement with Tripletex. Send as multipart form.",,LedgerVoucherImportDocument_importDocument,,,"split (If the document consists of several pages, should the document be split into one voucher per page?)",multipart/form-data,multipart/form-data:object,201,201:application/json:ListResponseVoucher,
ledger,/ledger/voucher/importGbat10,POST,ledger/voucher,Import GBAT10. Send as multipart form.,,LedgerVoucherImportGbat10_importGbat10,,,,multipart/form-data,multipart/form-data:object,200,200:application/json:array[IdOnlyDTO],
ledger,/ledger/voucher/list,PUT,ledger/voucher,Update multiple vouchers. Postings with guiRow==0 will be deleted and regenerated.,,LedgerVoucherList_putList,,,"sendToLedger (Should the voucher be sent to ledger? Requires the ""Advanced Voucher"" permission.)",application/json; charset=utf-8,application/json; charset=utf-8:array[Voucher],200,200:application/json:ListResponseVoucher,
